,Pokemon1,Pokemon2,Bonus_type_poke1,Bonus_type_poke2,Nb_victory_poke1,Nb_victory_poke2,Mean_nb_turn
21070,slowbro,lunatone,1.0,0.0,50.0,50.0,9.28
21071,slowbro,starmie,-1.0,-1.0,75.0,25.0,11.07
21072,slowbro,xatu,0.0,0.0,76.0,24.0,7.64
21073,slowbro,medicham,0.0,-1.0,88.0,12.0,7.7
21074,slowbro,galarian slowbro,0.0,0.0,53.0,47.0,9.57
21075,slowbro,girafarig,0.0,0.0,75.0,25.0,7.59
21076,slowbro,grumpig,0.0,0.0,46.0,54.0,10.26
21077,slowbro,metagross,0.0,-1.0,51.0,49.0,11.15
21078,slowbro,volbeat,0.0,1.0,92.0,8.0,9.0
21079,slowbro,solrock,1.0,0.0,98.0,2.0,8.28
21080,slowbro,vaporeon,0.0,0.0,1.0,99.0,8.53
21081,slowbro,shuckle,1.0,1.0,0.0,99.0,16.88
21082,slowbro,glaceon,0.0,0.0,21.0,79.0,8.13
21083,slowbro,espeon,0.0,0.0,42.0,58.0,7.8
21084,slowbro,umbreon,0.0,1.0,1.0,99.0,13.21
21085,slowbro,sylveon,0.0,0.0,6.0,94.0,8.12
21086,slowbro,jolteon,0.0,1.0,1.0,99.0,6.91
21087,slowbro,aggron,1.0,0.0,90.0,10.0,7.1
21088,slowbro,alolan muk,0.0,1.0,32.0,68.0,11.96
21089,slowbro,donphan,1.0,0.0,49.0,51.0,7.73
21090,slowbro,golem,2.0,0.0,85.0,15.0,6.43
21091,slowbro,alolan golem,1.0,1.0,44.0,56.0,6.32
21092,slowbro,hippowdon,1.0,0.0,43.0,57.0,8.57
21093,slowbro,mamoswine,1.0,0.0,42.0,58.0,8.3
21094,slowbro,quagsire,0.0,0.0,78.0,22.0,10.56
21095,slowbro,nidoking,1.0,0.0,79.0,21.0,8.47
21096,slowbro,nidoqueen,1.0,0.0,85.0,15.0,9.69
21097,slowbro,onix,2.0,0.0,98.0,2.0,7.38
21098,slowbro,snorlax,0.0,0.0,30.0,70.0,17.74
21099,slowbro,sandslash,1.0,0.0,98.0,2.0,7.22
21100,slowbro,steelix,1.0,0.0,91.0,9.0,10.04
21101,slowbro,torterra,0.0,1.0,29.0,71.0,9.35
21102,slowbro,dugtrio,1.0,0.0,100.0,0.0,4.9
21103,slowbro,alolan dugtrio,1.0,0.0,100.0,0.0,4.6
21104,slowbro,tyranitar,1.0,1.0,2.0,98.0,5.98
21105,slowbro,blaziken,1.0,-1.0,84.0,16.0,7.62
21106,slowbro,breloom,1.0,1.0,49.0,51.0,5.91
21107,slowbro,toxicroak,2.0,0.0,86.0,14.0,6.7
21108,slowbro,machamp,1.0,0.0,74.0,26.0,7.66
21109,slowbro,heracross,1.0,1.0,52.0,48.0,6.82
21110,slowbro,infernape,1.0,-1.0,89.0,11.0,7.53
21111,slowbro,poliwrath,1.0,-1.0,97.0,3.0,10.47
21112,slowbro,hitmonchan,1.0,0.0,97.0,3.0,5.91
21113,slowbro,pelipper,0.0,0.0,88.0,12.0,8.08
21114,slowbro,mantine,0.0,0.0,34.0,66.0,11.74
21115,walrein,skarmory,0.0,0.0,98.0,2.0,8.26
21116,walrein,vespiquen,1.0,0.0,100.0,0.0,6.16
21117,walrein,farfetch'd,1.0,0.0,99.0,1.0,5.55
21118,walrein,dodrio,1.0,0.0,96.0,4.0,5.88
21119,walrein,staraptor,1.0,0.0,74.0,26.0,8.08
21120,walrein,swellow,1.0,0.0,85.0,15.0,11.41
21121,walrein,hitmontop,0.0,1.0,62.0,38.0,6.54
21122,walrein,noctowl,1.0,0.0,94.0,6.0,11.38
21123,walrein,crobat,1.0,0.0,44.0,56.0,11.8
21124,walrein,fearow,1.0,0.0,100.0,0.0,6.5
21125,walrein,pidgeot,1.0,0.0,98.0,2.0,8.26
21126,walrein,feraligatr,-1.0,0.0,41.0,59.0,11.99
21127,walrein,kabutops,0.0,1.0,47.0,53.0,6.69
21128,walrein,dewgong,-1.0,-1.0,98.0,2.0,18.86
21129,walrein,seaking,-1.0,0.0,46.0,54.0,11.78
21130,walrein,huntail,-1.0,0.0,94.0,6.0,6.9
21131,walrein,kingdra,0.0,0.0,41.0,59.0,10.31
21132,walrein,lapras,-1.0,-1.0,51.0,49.0,22.33
21133,walrein,lumineon,-1.0,0.0,90.0,10.0,14.38
21134,walrein,milotic,-1.0,0.0,12.0,88.0,15.1
21135,walrein,chatot,1.0,0.0,99.0,1.0,7.41
21136,walrein,slowking,-1.0,0.0,60.0,40.0,12.98
21137,walrein,gorebyss,-1.0,0.0,92.0,8.0,6.7
21138,walrein,politoed,-1.0,0.0,40.0,60.0,17.42
21139,walrein,lucario,0.0,1.0,15.0,85.0,6.93
21140,walrein,abomasnow,0.0,1.0,83.0,17.0,8.77
21141,walrein,weavile,0.0,0.0,19.0,81.0,8.83
21142,walrein,alolan sandslash,0.0,0.0,100.0,0.0,6.38
21143,walrein,cursola,0.0,0.0,86.0,14.0,5.5
21144,walrein,gengar,0.0,0.0,68.0,32.0,7.76
21145,walrein,drifblim,1.0,0.0,96.0,4.0,10.36
21146,walrein,mismagius,0.0,0.0,85.0,15.0,9.07
21147,walrein,froslass,0.0,0.0,88.0,12.0,9.54
21148,walrein,shedinja,0.0,0.0,100.0,0.0,1.54
21149,walrein,dusknoir,0.0,0.0,89.0,11.0,8.51
21150,walrein,exploud,0.0,0.0,91.0,9.0,11.01
21151,walrein,camerupt,2.0,0.0,99.0,1.0,4.79
21152,walrein,torkoal,1.0,0.0,100.0,0.0,4.54
21153,walrein,exeggutor,1.0,1.0,96.0,4.0,7.44
21154,walrein,alolan exeggutor,2.0,1.0,100.0,0.0,6.82
21155,walrein,marowak,1.0,0.0,98.0,2.0,4.58
21156,walrein,alolan marowak,1.0,0.0,98.0,2.0,4.52
21157,walrein,luvdisc,-1.0,0.0,100.0,0.0,7.28
21158,walrein,clefable,0.0,0.0,71.0,29.0,11.97
21159,walrein,gallade,0.0,1.0,34.0,66.0,7.4
21160,walrein,galarian rapidash,0.0,0.0,85.0,15.0,9.61
21161,walrein,swalot,0.0,0.0,97.0,3.0,11.41
21162,walrein,weezing,0.0,0.0,100.0,0.0,6.23
21163,walrein,arbok,0.0,0.0,99.0,1.0,8.13
21164,walrein,raticate,0.0,0.0,99.0,1.0,7.25
21165,walrein,alolan raticate,0.0,0.0,98.0,2.0,10.82
21166,walrein,stantler,0.0,0.0,98.0,2.0,8.18
21167,walrein,rampardos,1.0,1.0,51.0,49.0,6.2
21168,walrein,lickilicky,0.0,0.0,81.0,19.0,13.67
21169,walrein,rapidash,1.0,0.0,97.0,3.0,7.51
21170,walrein,wigglytuff,0.0,0.0,95.0,5.0,11.99
21171,walrein,muk,0.0,0.0,93.0,7.0,11.51
21172,walrein,sunflora,1.0,1.0,73.0,27.0,7.99
21173,walrein,sudowoodo,1.0,1.0,97.0,3.0,4.95
21174,walrein,tauros,0.0,0.0,84.0,16.0,9.52
21175,walrein,drapion,0.0,0.0,100.0,0.0,9.62
21176,walrein,obstagoon,0.0,0.0,74.0,26.0,12.42
21177,walrein,ambipom,0.0,0.0,44.0,56.0,12.96
21178,walrein,scizor,0.0,0.0,48.0,52.0,8.14
21179,walrein,beedrill,0.0,0.0,79.0,21.0,8.19
21180,walrein,scyther,1.0,0.0,30.0,70.0,8.56
21181,walrein,dunsparce,0.0,0.0,100.0,0.0,8.8
21182,walrein,masquerain,1.0,0.0,95.0,5.0,8.31
21183,walrein,mothim,1.0,0.0,100.0,0.0,7.18
21184,walrein,garchomp,2.0,0.0,83.0,17.0,7.43
21185,walrein,dragonite,2.0,0.0,56.0,44.0,8.4
21186,walrein,salamence,2.0,0.0,70.0,30.0,7.78
21187,walrein,flygon,2.0,0.0,78.0,22.0,10.66
21188,walrein,delcatty,0.0,0.0,100.0,0.0,8.28
21189,walrein,furret,0.0,0.0,83.0,17.0,13.79
21190,walrein,linoone,0.0,0.0,86.0,14.0,13.6
21191,walrein,zangoose,0.0,0.0,75.0,25.0,7.87
21192,walrein,persian,0.0,0.0,52.0,48.0,10.84
21193,walrein,alolan persian,0.0,0.0,80.0,20.0,12.3
21194,walrein,cherrim,1.0,1.0,98.0,2.0,7.64
21195,walrein,beautifly,1.0,0.0,99.0,1.0,4.98
21196,walrein,bellossom,1.0,1.0,98.0,2.0,5.96
21197,walrein,ludicolo,0.0,1.0,65.0,35.0,10.69
21198,walrein,butterfree,1.0,0.0,99.0,1.0,6.17
21199,walrein,vileplume,1.0,1.0,93.0,7.0,5.65
21200,walrein,tropius,2.0,1.0,94.0,6.0,6.96
21201,walrein,rhyperior,2.0,1.0,78.0,22.0,6.66
21202,walrein,bastiodon,1.0,1.0,100.0,0.0,5.42
21203,walrein,cloyster,-1.0,-1.0,100.0,0.0,5.0
21204,walrein,miltank,0.0,0.0,95.0,5.0,11.57
21205,walrein,forretress,0.0,0.0,100.0,0.0,7.76
21206,walrein,probopass,1.0,1.0,96.0,4.0,6.42
21207,walrein,golduck,-1.0,0.0,80.0,20.0,11.8
21208,walrein,azumarill,-1.0,0.0,89.0,11.0,14.69
21209,walrein,whiscash,0.0,0.0,86.0,14.0,10.78
21210,walrein,bibarel,-1.0,0.0,91.0,9.0,12.11
21211,walrein,swampert,0.0,0.0,78.0,22.0,11.58
21212,walrein,gyarados,0.0,0.0,3.0,97.0,8.85
21213,walrein,floatzel,-1.0,0.0,52.0,48.0,10.96
21214,walrein,qwilfish,-1.0,0.0,98.0,2.0,9.8
21215,walrein,relicanth,0.0,1.0,89.0,11.0,8.37
21216,walrein,cacturne,1.0,1.0,64.0,36.0,6.22
21217,walrein,victreebel,1.0,1.0,69.0,31.0,7.19
21218,walrein,sceptile,1.0,1.0,32.0,68.0,8.36
21219,walrein,sirfetch_d,0.0,1.0,19.0,81.0,6.11
21220,walrein,shiftry,1.0,1.0,81.0,19.0,7.89
21221,walrein,carnivine,1.0,1.0,93.0,7.0,4.61
21222,walrein,arcanine,1.0,0.0,82.0,18.0,8.88
21223,walrein,houndoom,1.0,0.0,98.0,2.0,7.2
21224,walrein,charizard,1.0,0.0,82.0,18.0,8.06
21225,walrein,ninetales,1.0,0.0,99.0,1.0,8.51
21226,walrein,magmortar,1.0,0.0,64.0,36.0,8.18
21227,walrein,castform,0.0,0.0,100.0,0.0,7.46
21228,walrein,typhlosion,1.0,0.0,81.0,19.0,8.39
21229,walrein,magcargo,2.0,1.0,99.0,1.0,3.71
21230,walrein,glalie,0.0,0.0,93.0,7.0,10.57
21231,walrein,absol,0.0,0.0,26.0,74.0,8.08
21232,walrein,banette,0.0,0.0,87.0,13.0,7.79
21233,walrein,mightyena,0.0,0.0,100.0,0.0,8.2
21234,walrein,granbull,0.0,0.0,81.0,19.0,8.01
21235,walrein,luxray,0.0,1.0,44.0,56.0,7.66
21236,walrein,skuntank,0.0,0.0,92.0,8.0,11.22
21237,walrein,mawile,0.0,0.0,97.0,3.0,7.21
21238,walrein,leafeon,1.0,1.0,85.0,15.0,6.23
21239,walrein,aerodactyl,1.0,1.0,23.0,77.0,8.71
21240,walrein,flareon,1.0,0.0,85.0,15.0,5.92
21241,walrein,seviper,0.0,0.0,97.0,3.0,7.19
21242,walrein,sharpedo,-1.0,0.0,57.0,43.0,9.29
21243,walrein,sableye,0.0,0.0,95.0,5.0,6.91
21244,walrein,perrserker,0.0,0.0,98.0,2.0,5.4
21245,walrein,primeape,0.0,1.0,89.0,11.0,7.29
21246,walrein,spinda,0.0,0.0,98.0,2.0,9.54
21247,walrein,hariyama,0.0,1.0,19.0,81.0,8.97
21248,walrein,slaking,0.0,0.0,0.0,100.0,13.64
21249,walrein,gastrodon,0.0,0.0,97.0,3.0,10.61
21250,walrein,octillery,-1.0,0.0,78.0,22.0,8.08
21251,walrein,hitmonlee,0.0,1.0,89.0,11.0,6.81
21252,walrein,lopunny,0.0,0.0,88.0,12.0,11.78
21253,walrein,crawdaunt,-1.0,0.0,90.0,10.0,5.96
21254,walrein,kingler,-1.0,0.0,66.0,34.0,7.68
21255,walrein,armaldo,1.0,1.0,61.0,39.0,7.75
21256,walrein,wormadam_grass,1.0,1.0,98.0,2.0,6.06
21257,walrein,kricketune,0.0,0.0,92.0,8.0,7.76
21258,walrein,ariados,0.0,0.0,99.0,1.0,6.19
21259,walrein,ninjask,1.0,0.0,75.0,25.0,11.37
21260,walrein,parasect,1.0,1.0,98.0,2.0,4.38
21261,walrein,pinsir,0.0,0.0,69.0,31.0,7.83
21262,walrein,gliscor,2.0,0.0,90.0,10.0,7.22
21263,walrein,yanmega,1.0,0.0,66.0,34.0,10.2
21264,walrein,omastar,0.0,1.0,84.0,16.0,5.7
21265,walrein,tangrowth,1.0,1.0,89.0,11.0,6.61
21266,walrein,cradily,1.0,1.0,89.0,11.0,8.13
21267,walrein,venomoth,0.0,0.0,97.0,3.0,9.35
21268,walrein,alakazam,0.0,0.0,78.0,22.0,7.06
21269,walrein,bronzong,0.0,0.0,95.0,5.0,9.53
21270,walrein,chimecho,0.0,0.0,88.0,12.0,10.96
21271,walrein,gardevoir,0.0,0.0,61.0,39.0,8.47
21272,walrein,hypno,0.0,0.0,92.0,8.0,12.56
21273,walrein,claydol,1.0,0.0,98.0,2.0,9.58
21274,walrein,jynx,0.0,0.0,71.0,29.0,8.55
21275,walrein,lunatone,1.0,1.0,60.0,40.0,9.42
21276,walrein,starmie,-1.0,0.0,83.0,17.0,11.23
21277,walrein,xatu,1.0,0.0,100.0,0.0,6.76
21278,walrein,medicham,0.0,1.0,83.0,17.0,6.89
21279,walrein,galarian slowbro,0.0,0.0,98.0,2.0,8.24
21280,walrein,girafarig,0.0,0.0,97.0,3.0,8.37
21281,walrein,grumpig,0.0,0.0,90.0,10.0,11.06
21282,walrein,metagross,0.0,0.0,64.0,36.0,8.71
21283,walrein,volbeat,0.0,0.0,99.0,1.0,8.83
21284,walrein,solrock,1.0,1.0,83.0,17.0,8.39
21285,walrein,vaporeon,-1.0,0.0,12.0,88.0,12.09
21286,walrein,shuckle,1.0,1.0,1.0,98.0,21.91
21287,walrein,glaceon,0.0,0.0,53.0,47.0,8.21
21288,walrein,espeon,0.0,0.0,55.0,45.0,8.61
21289,walrein,umbreon,0.0,0.0,73.0,27.0,19.56
21290,walrein,sylveon,0.0,0.0,57.0,43.0,9.98
21291,walrein,jolteon,0.0,1.0,10.0,90.0,8.8
21292,walrein,aggron,1.0,1.0,98.0,2.0,4.6
21293,walrein,alolan muk,0.0,0.0,90.0,10.0,12.14
21294,walrein,donphan,1.0,0.0,57.0,43.0,7.89
21295,walrein,golem,2.0,1.0,95.0,5.0,4.43
21296,walrein,alolan golem,1.0,1.0,90.0,10.0,4.8
21297,walrein,hippowdon,1.0,0.0,89.0,11.0,7.79
21298,walrein,mamoswine,1.0,0.0,98.0,2.0,7.82
21299,walrein,quagsire,0.0,0.0,98.0,2.0,8.62
21300,walrein,nidoking,1.0,0.0,90.0,10.0,8.56
21301,walrein,nidoqueen,1.0,0.0,93.0,7.0,10.05
21302,walrein,onix,2.0,1.0,85.0,15.0,6.77
21303,walrein,snorlax,0.0,0.0,83.0,16.0,15.91
21304,walrein,sandslash,1.0,0.0,100.0,0.0,6.35
21305,walrein,steelix,1.0,0.0,99.0,1.0,7.97
21306,walrein,torterra,2.0,1.0,95.0,5.0,6.41
21307,walrein,dugtrio,1.0,0.0,100.0,0.0,4.8
21308,walrein,alolan dugtrio,1.0,0.0,100.0,0.0,4.86
21309,walrein,tyranitar,1.0,1.0,51.0,49.0,8.01
21310,walrein,blaziken,1.0,1.0,61.0,39.0,6.93
21311,walrein,breloom,1.0,1.0,70.0,30.0,6.3
21312,walrein,toxicroak,0.0,1.0,36.0,64.0,8.12
21313,walrein,machamp,0.0,1.0,33.0,67.0,6.27
21314,walrein,heracross,0.0,1.0,12.0,88.0,6.38
21315,walrein,infernape,1.0,1.0,70.0,30.0,7.22
21316,walrein,poliwrath,-1.0,1.0,6.0,94.0,11.9
21317,walrein,hitmonchan,0.0,1.0,55.0,45.0,5.99
21318,walrein,pelipper,0.0,0.0,99.0,1.0,8.31
21319,walrein,mantine,0.0,0.0,83.0,17.0,13.79
21320,walrein,slowbro,-1.0,0.0,83.0,17.0,11.89
21321,lanturn,skarmory,1.0,-1.0,99.0,1.0,7.25
21322,lanturn,vespiquen,1.0,0.0,97.0,3.0,8.19
21323,lanturn,farfetch'd,1.0,0.0,99.0,1.0,5.03
21324,lanturn,dodrio,1.0,0.0,98.0,2.0,5.66
21325,lanturn,staraptor,1.0,0.0,80.0,20.0,8.6
21326,lanturn,swellow,1.0,0.0,68.0,32.0,9.7
21327,lanturn,hitmontop,0.0,0.0,75.0,25.0,6.69
21328,lanturn,noctowl,1.0,0.0,70.0,30.0,11.1
21329,lanturn,crobat,1.0,0.0,25.0,75.0,10.21
21330,lanturn,fearow,1.0,0.0,98.0,2.0,6.28
21331,lanturn,pidgeot,1.0,0.0,89.0,11.0,7.97
21332,lanturn,feraligatr,1.0,0.0,86.0,14.0,8.18
21333,lanturn,kabutops,1.0,0.0,93.0,7.0,6.49
21334,lanturn,dewgong,1.0,-1.0,100.0,0.0,10.32
21335,lanturn,seaking,1.0,0.0,70.0,30.0,8.4
21336,lanturn,huntail,1.0,0.0,100.0,0.0,5.88
21337,lanturn,kingdra,0.0,0.0,31.0,69.0,10.03
21338,lanturn,lapras,1.0,-1.0,95.0,5.0,14.83
21339,lanturn,lumineon,1.0,0.0,95.0,5.0,7.99
21340,lanturn,milotic,1.0,0.0,31.0,69.0,12.45
21341,lanturn,chatot,1.0,0.0,97.0,3.0,7.61
21342,lanturn,slowking,1.0,0.0,66.0,34.0,11.8
21343,lanturn,gorebyss,1.0,0.0,97.0,3.0,4.93
21344,lanturn,politoed,1.0,0.0,82.0,18.0,10.59
21345,lanturn,lucario,0.0,0.0,39.0,61.0,7.81
21346,lanturn,abomasnow,-1.0,1.0,5.0,95.0,10.61
21347,lanturn,weavile,0.0,0.0,14.0,86.0,9.62
21348,lanturn,alolan sandslash,0.0,-1.0,100.0,0.0,7.38
21349,lanturn,cursola,0.0,0.0,73.0,27.0,8.29
21350,lanturn,gengar,0.0,0.0,84.0,16.0,7.88
21351,lanturn,drifblim,1.0,0.0,82.0,18.0,10.1
21352,lanturn,mismagius,0.0,0.0,56.0,44.0,10.18
21353,lanturn,froslass,0.0,0.0,85.0,15.0,9.61
21354,lanturn,shedinja,0.0,0.0,100.0,0.0,1.54
21355,lanturn,dusknoir,0.0,0.0,31.0,69.0,12.09
21356,lanturn,exploud,0.0,0.0,71.0,29.0,10.44
21357,lanturn,camerupt,2.0,1.0,89.0,11.0,5.85
21358,lanturn,torkoal,1.0,0.0,99.0,1.0,6.41
21359,lanturn,exeggutor,-1.0,1.0,51.0,49.0,15.69
21360,lanturn,alolan exeggutor,-2.0,1.0,5.0,95.0,18.61
21361,lanturn,marowak,1.0,1.0,95.0,5.0,6.07
21362,lanturn,alolan marowak,1.0,0.0,100.0,0.0,5.72
21363,lanturn,luvdisc,1.0,0.0,100.0,0.0,5.04
21364,lanturn,clefable,0.0,0.0,57.0,43.0,12.31
21365,lanturn,gallade,0.0,0.0,36.0,64.0,9.74
21366,lanturn,galarian rapidash,0.0,0.0,57.0,43.0,8.73
21367,lanturn,swalot,0.0,0.0,77.0,23.0,12.31
21368,lanturn,weezing,0.0,0.0,97.0,3.0,7.07
21369,lanturn,arbok,0.0,0.0,83.0,17.0,8.13
21370,lanturn,raticate,0.0,0.0,96.0,4.0,7.48
21371,lanturn,alolan raticate,0.0,0.0,84.0,16.0,10.74
21372,lanturn,stantler,0.0,0.0,94.0,6.0,8.04
21373,lanturn,rampardos,1.0,0.0,90.0,10.0,7.86
21374,lanturn,lickilicky,0.0,0.0,30.0,70.0,14.02
21375,lanturn,rapidash,1.0,0.0,85.0,15.0,7.29
21376,lanturn,wigglytuff,0.0,0.0,70.0,30.0,12.94
21377,lanturn,muk,0.0,0.0,40.0,60.0,12.72
21378,lanturn,sunflora,-1.0,1.0,18.0,82.0,10.1
21379,lanturn,sudowoodo,1.0,0.0,99.0,1.0,6.37
21380,lanturn,tauros,0.0,0.0,65.0,35.0,8.47
21381,lanturn,drapion,0.0,0.0,81.0,19.0,9.27
21382,lanturn,obstagoon,0.0,0.0,42.0,58.0,10.96
21383,lanturn,ambipom,0.0,0.0,22.0,78.0,10.96
21384,lanturn,scizor,0.0,0.0,60.0,40.0,8.72
21385,lanturn,beedrill,0.0,0.0,89.0,11.0,8.17
21386,lanturn,scyther,1.0,0.0,32.0,68.0,8.86
21387,lanturn,dunsparce,0.0,0.0,89.0,11.0,10.29
21388,lanturn,masquerain,1.0,0.0,96.0,4.0,7.76
21389,lanturn,mothim,1.0,0.0,98.0,2.0,6.63
21390,lanturn,garchomp,0.0,1.0,16.0,84.0,8.44
21391,lanturn,dragonite,0.0,0.0,10.0,90.0,10.46
21392,lanturn,salamence,0.0,0.0,20.0,80.0,9.96
21393,lanturn,flygon,0.0,1.0,16.0,84.0,9.3
21394,lanturn,delcatty,0.0,0.0,92.0,8.0,8.4
21395,lanturn,furret,0.0,0.0,56.0,44.0,11.76
21396,lanturn,linoone,0.0,0.0,58.0,42.0,12.56
21397,lanturn,zangoose,0.0,0.0,83.0,17.0,7.99
21398,lanturn,persian,0.0,0.0,43.0,57.0,9.43
21399,lanturn,alolan persian,0.0,0.0,51.0,49.0,11.47
21400,lanturn,cherrim,-1.0,1.0,51.0,49.0,10.53
21401,lanturn,beautifly,1.0,0.0,100.0,0.0,4.76
21402,lanturn,bellossom,-1.0,1.0,12.0,88.0,12.38
21403,lanturn,ludicolo,0.0,1.0,55.0,45.0,11.04
21404,lanturn,butterfree,1.0,0.0,97.0,3.0,7.15
21405,lanturn,vileplume,-1.0,1.0,3.0,97.0,9.33
21406,lanturn,tropius,0.0,1.0,49.0,51.0,12.13
21407,lanturn,rhyperior,2.0,1.0,66.0,34.0,8.08
21408,lanturn,bastiodon,1.0,0.0,99.0,1.0,7.37
21409,lanturn,cloyster,1.0,-1.0,100.0,0.0,4.42
21410,lanturn,miltank,0.0,0.0,77.0,23.0,10.95
21411,lanturn,forretress,0.0,0.0,93.0,7.0,9.93
21412,lanturn,probopass,1.0,0.0,97.0,3.0,9.09
21413,lanturn,golduck,1.0,0.0,95.0,5.0,7.33
21414,lanturn,azumarill,1.0,0.0,89.0,11.0,10.29
21415,lanturn,whiscash,0.0,1.0,63.0,37.0,10.07
21416,lanturn,bibarel,1.0,0.0,96.0,4.0,7.08
21417,lanturn,swampert,0.0,1.0,13.0,87.0,10.13
21418,lanturn,gyarados,2.0,-1.0,78.0,22.0,9.36
21419,lanturn,floatzel,1.0,0.0,88.0,12.0,7.88
21420,lanturn,qwilfish,1.0,0.0,97.0,3.0,6.39
21421,lanturn,relicanth,1.0,0.0,95.0,5.0,8.57
21422,lanturn,cacturne,-1.0,1.0,33.0,67.0,8.19
21423,lanturn,victreebel,-1.0,1.0,25.0,75.0,8.8
21424,lanturn,sceptile,-1.0,1.0,6.0,94.0,8.24
21425,lanturn,sirfetch_d,0.0,0.0,59.0,41.0,7.35
21426,lanturn,shiftry,-1.0,1.0,14.0,86.0,8.82
21427,lanturn,carnivine,-1.0,1.0,49.0,51.0,9.41
21428,lanturn,arcanine,1.0,0.0,67.0,33.0,8.97
21429,lanturn,houndoom,1.0,0.0,84.0,16.0,7.54
21430,lanturn,charizard,1.0,-1.0,96.0,4.0,8.16
21431,lanturn,ninetales,1.0,0.0,86.0,14.0,9.32
21432,lanturn,magmortar,1.0,0.0,59.0,41.0,9.13
21433,lanturn,castform,0.0,0.0,99.0,1.0,7.13
21434,lanturn,typhlosion,1.0,0.0,74.0,26.0,8.16
21435,lanturn,magcargo,2.0,0.0,100.0,0.0,4.7
21436,lanturn,glalie,0.0,0.0,68.0,32.0,9.78
21437,lanturn,absol,0.0,0.0,33.0,67.0,9.19
21438,lanturn,banette,0.0,0.0,91.0,9.0,7.07
21439,lanturn,mightyena,0.0,0.0,91.0,9.0,8.05
21440,lanturn,granbull,0.0,0.0,72.0,28.0,9.48
21441,lanturn,luxray,0.0,0.0,62.0,38.0,8.88
21442,lanturn,skuntank,0.0,0.0,64.0,36.0,10.46
21443,lanturn,mawile,0.0,0.0,97.0,3.0,6.64
21444,lanturn,leafeon,-1.0,1.0,39.0,61.0,7.93
21445,lanturn,aerodactyl,1.0,0.0,21.0,79.0,10.25
21446,lanturn,flareon,1.0,0.0,71.0,29.0,8.49
21447,lanturn,seviper,0.0,0.0,92.0,8.0,7.34
21448,lanturn,sharpedo,1.0,0.0,87.0,13.0,6.93
21449,lanturn,sableye,0.0,0.0,90.0,10.0,6.72
21450,lanturn,perrserker,0.0,0.0,91.0,9.0,7.05
21451,lanturn,primeape,0.0,0.0,86.0,14.0,7.78
21452,lanturn,spinda,0.0,0.0,91.0,9.0,8.97
21453,lanturn,hariyama,0.0,0.0,32.0,68.0,11.5
21454,lanturn,slaking,0.0,0.0,22.0,78.0,16.57
21455,lanturn,gastrodon,0.0,1.0,34.0,66.0,10.9
21456,lanturn,octillery,1.0,0.0,94.0,6.0,6.96
21457,lanturn,hitmonlee,0.0,0.0,82.0,18.0,6.76
21458,lanturn,lopunny,0.0,0.0,56.0,44.0,11.08
21459,lanturn,crawdaunt,1.0,0.0,100.0,0.0,4.78
21460,lanturn,kingler,1.0,0.0,97.0,3.0,5.01
21461,lanturn,armaldo,1.0,0.0,94.0,6.0,7.41
21462,lanturn,wormadam_grass,-1.0,1.0,39.0,61.0,14.05
21463,lanturn,kricketune,0.0,0.0,95.0,5.0,7.88
21464,lanturn,ariados,0.0,0.0,96.0,4.0,8.1
21465,lanturn,ninjask,1.0,0.0,50.0,50.0,10.34
21466,lanturn,parasect,-1.0,1.0,59.0,41.0,9.41
21467,lanturn,pinsir,0.0,0.0,73.0,27.0,8.01
21468,lanturn,gliscor,1.0,1.0,52.0,48.0,7.3
21469,lanturn,yanmega,1.0,0.0,36.0,64.0,10.42
21470,lanturn,omastar,1.0,0.0,98.0,2.0,6.46
21471,lanturn,tangrowth,-1.0,1.0,10.0,90.0,9.44
21472,lanturn,cradily,0.0,1.0,32.0,68.0,11.22
21473,lanturn,venomoth,0.0,0.0,96.0,4.0,9.4
21474,lanturn,alakazam,0.0,0.0,63.0,37.0,8.45
21475,lanturn,bronzong,0.0,0.0,82.0,18.0,12.98
21476,lanturn,chimecho,0.0,0.0,79.0,21.0,10.35
21477,lanturn,gardevoir,0.0,0.0,50.0,50.0,9.54
21478,lanturn,hypno,0.0,0.0,58.0,42.0,13.05
21479,lanturn,claydol,1.0,1.0,86.0,14.0,8.11
21480,lanturn,jynx,0.0,0.0,48.0,52.0,9.04
21481,lanturn,lunatone,1.0,0.0,88.0,12.0,9.67
21482,lanturn,starmie,1.0,0.0,100.0,0.0,7.18
21483,lanturn,xatu,1.0,0.0,97.0,3.0,6.69
21484,lanturn,medicham,0.0,0.0,77.0,23.0,7.49
21485,lanturn,galarian slowbro,0.0,0.0,81.0,19.0,9.93
21486,lanturn,girafarig,0.0,0.0,84.0,16.0,7.8
21487,lanturn,grumpig,0.0,0.0,59.0,41.0,12.55
21488,lanturn,metagross,0.0,0.0,55.0,45.0,10.39
21489,lanturn,volbeat,0.0,0.0,89.0,11.0,9.31
21490,lanturn,solrock,1.0,0.0,90.0,10.0,8.15
21491,lanturn,vaporeon,1.0,0.0,31.0,69.0,11.15
21492,lanturn,shuckle,1.0,0.0,0.0,94.0,25.4
21493,lanturn,glaceon,0.0,0.0,70.0,30.0,9.66
21494,lanturn,espeon,0.0,0.0,39.0,61.0,9.79
21495,lanturn,umbreon,0.0,0.0,11.0,89.0,19.11
21496,lanturn,sylveon,0.0,0.0,19.0,81.0,11.31
